"Comment_count","Participant_count","URL","create_Date","last_post_Date","active_days"
2,2,"https://d.cosx.org/d/416530",2016-02-25,2016-02-27,2
1,1,"https://d.cosx.org/d/416546",2016-02-26,2016-02-26,0
2,2,"https://d.cosx.org/d/416516",2016-02-24,2016-02-25,1
7,4,"https://d.cosx.org/d/412846",2015-10-21,2016-02-25,127
1,1,"https://d.cosx.org/d/416527",2016-02-25,2016-02-25,0
4,2,"https://d.cosx.org/d/416507",2016-02-23,2016-02-25,2
1,1,"https://d.cosx.org/d/416524",2016-02-24,2016-02-24,0
3,3,"https://d.cosx.org/d/416269",2016-02-14,2016-02-23,9
31,13,"https://d.cosx.org/d/104537",2011-06-09,2016-02-23,1720
4,4,"https://d.cosx.org/d/412892",2015-10-27,2016-02-23,119
5,5,"https://d.cosx.org/d/109154",2013-01-18,2016-02-23,1131
14,8,"https://d.cosx.org/d/418865",2012-03-28,2016-02-23,1427
5,4,"https://d.cosx.org/d/149621",2014-01-15,2016-02-23,769
6,5,"https://d.cosx.org/d/418866",2012-03-30,2016-02-23,1425
5,2,"https://d.cosx.org/d/416486",2016-02-21,2016-02-23,2
6,4,"https://d.cosx.org/d/416428",2016-02-19,2016-02-23,4
4,2,"https://d.cosx.org/d/416409",2016-02-18,2016-02-23,5
2,1,"https://d.cosx.org/d/416492",2016-02-22,2016-02-22,0
2,1,"https://d.cosx.org/d/416389",2016-02-17,2016-02-22,5
4,2,"https://d.cosx.org/d/416401",2016-02-17,2016-02-21,4
4,4,"https://d.cosx.org/d/416267",2016-02-14,2016-02-19,5
3,3,"https://d.cosx.org/d/416418",2016-02-18,2016-02-19,1
14,4,"https://d.cosx.org/d/411202",2015-05-22,2016-02-19,273
3,3,"https://d.cosx.org/d/414048",2016-01-18,2016-02-18,31
3,2,"https://d.cosx.org/d/416394",2016-02-17,2016-02-18,1
1,1,"https://d.cosx.org/d/416398",2016-02-17,2016-02-17,0
1,1,"https://d.cosx.org/d/416396",2016-02-17,2016-02-17,0
1,1,"https://d.cosx.org/d/416392",2016-02-17,2016-02-17,0
4,4,"https://d.cosx.org/d/414467",2016-01-21,2016-02-17,27
6,6,"https://d.cosx.org/d/109373",2013-02-18,2016-02-16,1093
3,2,"https://d.cosx.org/d/416261",2016-02-11,2016-02-16,5
16,4,"https://d.cosx.org/d/16776",2009-10-05,2016-02-16,2325
1,1,"https://d.cosx.org/d/416376",2016-02-16,2016-02-16,0
15,12,"https://d.cosx.org/d/8522",2007-11-08,2016-02-10,3016
3,2,"https://d.cosx.org/d/416240",2016-02-05,2016-02-09,4
2,2,"https://d.cosx.org/d/416200",2016-02-04,2016-02-07,3
2,2,"https://d.cosx.org/d/416245",2016-02-06,2016-02-07,1
2,2,"https://d.cosx.org/d/419120",2016-01-30,2016-02-06,7
1,1,"https://d.cosx.org/d/416238",2016-02-05,2016-02-05,0
2,2,"https://d.cosx.org/d/416230",2016-02-05,2016-02-05,0
134,105,"https://d.cosx.org/d/363",2006-06-14,2016-02-03,3521
1,1,"https://d.cosx.org/d/416148",2016-02-03,2016-02-03,0
4,3,"https://d.cosx.org/d/414440",2016-01-20,2016-02-01,12
2,2,"https://d.cosx.org/d/414406",2016-01-20,2016-02-01,12
2,2,"https://d.cosx.org/d/415572",2016-01-29,2016-01-31,2
3,3,"https://d.cosx.org/d/413379",2015-12-30,2016-01-31,32
1,1,"https://d.cosx.org/d/415927",2016-01-31,2016-01-31,0
1,1,"https://d.cosx.org/d/415703",2016-01-30,2016-01-30,0
2,2,"https://d.cosx.org/d/414398",2016-01-20,2016-01-29,9
1,1,"https://d.cosx.org/d/415555",2016-01-29,2016-01-29,0
9,8,"https://d.cosx.org/d/15231",2009-05-11,2016-01-29,2454
4,2,"https://d.cosx.org/d/415366",2016-01-27,2016-01-28,1
1,1,"https://d.cosx.org/d/415476",2016-01-28,2016-01-28,0
2,2,"https://d.cosx.org/d/418827",2011-01-12,2016-01-28,1842
7,6,"https://d.cosx.org/d/418832",2011-02-13,2016-01-28,1810
2,1,"https://d.cosx.org/d/415445",2016-01-28,2016-01-28,0
6,2,"https://d.cosx.org/d/414403",2016-01-20,2016-01-28,8
2,1,"https://d.cosx.org/d/415253",2016-01-26,2016-01-27,1
3,3,"https://d.cosx.org/d/419025",2014-07-03,2016-01-27,573
3,3,"https://d.cosx.org/d/414876",2016-01-24,2016-01-27,3
4,2,"https://d.cosx.org/d/414979",2016-01-24,2016-01-26,2
1,1,"https://d.cosx.org/d/415225",2016-01-26,2016-01-26,0
1,1,"https://d.cosx.org/d/415169",2016-01-26,2016-01-26,0
2,1,"https://d.cosx.org/d/414868",2016-01-23,2016-01-23,0
1,1,"https://d.cosx.org/d/419119",2016-01-23,2016-01-23,0
3,2,"https://d.cosx.org/d/414729",2016-01-22,2016-01-22,0
3,1,"https://d.cosx.org/d/414719",2016-01-22,2016-01-22,0
1,1,"https://d.cosx.org/d/419118",2016-01-20,2016-01-20,0
1,1,"https://d.cosx.org/d/414408",2016-01-20,2016-01-20,0
3,3,"https://d.cosx.org/d/414265",2016-01-19,2016-01-20,1
1,1,"https://d.cosx.org/d/414400",2016-01-20,2016-01-20,0
1,1,"https://d.cosx.org/d/414351",2016-01-19,2016-01-19,0
4,1,"https://d.cosx.org/d/413117",2015-11-22,2016-01-19,58
2,2,"https://d.cosx.org/d/413699",2016-01-14,2016-01-19,5
11,4,"https://d.cosx.org/d/2482",2006-11-10,2016-01-18,3356
1,1,"https://d.cosx.org/d/414170",2016-01-18,2016-01-18,0
3,2,"https://d.cosx.org/d/413733",2016-01-15,2016-01-18,3
3,3,"https://d.cosx.org/d/413557",2016-01-11,2016-01-17,6
1,1,"https://d.cosx.org/d/413741",2016-01-15,2016-01-15,0
7,4,"https://d.cosx.org/d/413635",2016-01-13,2016-01-15,2
1,1,"https://d.cosx.org/d/413697",2016-01-14,2016-01-14,0
34,16,"https://d.cosx.org/d/418889",2012-11-25,2016-01-14,1145
3,2,"https://d.cosx.org/d/413443",2016-01-08,2016-01-13,5
18,13,"https://d.cosx.org/d/418760",2008-12-25,2016-01-13,2575
24,13,"https://d.cosx.org/d/105657",2011-11-19,2016-01-13,1516
1,1,"https://d.cosx.org/d/413653",2016-01-13,2016-01-13,0
13,8,"https://d.cosx.org/d/108457",2012-11-02,2016-01-12,1166
1,1,"https://d.cosx.org/d/413566",2016-01-12,2016-01-12,0
7,4,"https://d.cosx.org/d/413317",2015-12-22,2016-01-11,20
3,3,"https://d.cosx.org/d/419113",2015-12-20,2016-01-11,22
1,1,"https://d.cosx.org/d/413526",2016-01-11,2016-01-11,0
1,1,"https://d.cosx.org/d/419117",2016-01-10,2016-01-10,0
1,1,"https://d.cosx.org/d/413458",2016-01-10,2016-01-10,0
7,5,"https://d.cosx.org/d/16247",2009-08-30,2016-01-09,2323
2,1,"https://d.cosx.org/d/413450",2016-01-09,2016-01-09,0
3,2,"https://d.cosx.org/d/413446",2016-01-08,2016-01-08,0
5,4,"https://d.cosx.org/d/149560",2014-01-13,2016-01-08,725
9,5,"https://d.cosx.org/d/107360",2012-06-25,2016-01-08,1292
2,2,"https://d.cosx.org/d/413432",2016-01-06,2016-01-07,1
1,1,"https://d.cosx.org/d/419116",2016-01-07,2016-01-07,0
1,1,"https://d.cosx.org/d/413434",2016-01-06,2016-01-06,0
1,1,"https://d.cosx.org/d/413430",2016-01-06,2016-01-06,0
2,2,"https://d.cosx.org/d/413370",2015-12-29,2016-01-05,7
15,5,"https://d.cosx.org/d/413383",2015-12-30,2016-01-05,6
3,2,"https://d.cosx.org/d/413417",2016-01-05,2016-01-05,0
2,1,"https://d.cosx.org/d/413377",2015-12-30,2016-01-05,6
5,2,"https://d.cosx.org/d/413409",2016-01-04,2016-01-05,1
3,2,"https://d.cosx.org/d/413374",2015-12-30,2016-01-04,5
2,2,"https://d.cosx.org/d/413405",2016-01-02,2016-01-03,1
4,3,"https://d.cosx.org/d/158586",2014-10-23,2015-12-31,434
8,7,"https://d.cosx.org/d/413188",2015-12-03,2015-12-31,28
3,3,"https://d.cosx.org/d/413351",2015-12-26,2015-12-31,5
2,1,"https://d.cosx.org/d/413372",2015-12-29,2015-12-30,1
2,1,"https://d.cosx.org/d/413367",2015-12-28,2015-12-29,1
5,3,"https://d.cosx.org/d/413238",2015-12-11,2015-12-28,17
1,1,"https://d.cosx.org/d/413360",2015-12-28,2015-12-28,0
2,2,"https://d.cosx.org/d/413355",2015-12-27,2015-12-27,0
3,3,"https://d.cosx.org/d/413288",2015-12-18,2015-12-27,9
1,1,"https://d.cosx.org/d/419114",2015-12-25,2015-12-25,0
2,1,"https://d.cosx.org/d/413345",2015-12-25,2015-12-25,0
2,2,"https://d.cosx.org/d/413342",2015-12-24,2015-12-25,1
7,5,"https://d.cosx.org/d/419077",2015-04-22,2015-12-24,246
1,1,"https://d.cosx.org/d/413339",2015-12-24,2015-12-24,0
6,3,"https://d.cosx.org/d/413294",2015-12-18,2015-12-23,5
7,2,"https://d.cosx.org/d/413310",2015-12-21,2015-12-23,2
7,3,"https://d.cosx.org/d/158566",2014-10-20,2015-12-22,428
1,1,"https://d.cosx.org/d/413320",2015-12-22,2015-12-22,0
5,3,"https://d.cosx.org/d/413251",2015-12-13,2015-12-22,9
1,1,"https://d.cosx.org/d/413312",2015-12-21,2015-12-21,0
1,1,"https://d.cosx.org/d/413307",2015-12-20,2015-12-20,0
1,1,"https://d.cosx.org/d/413305",2015-12-20,2015-12-20,0
1,1,"https://d.cosx.org/d/413303",2015-12-19,2015-12-19,0
7,4,"https://d.cosx.org/d/413155",2015-11-29,2015-12-19,20
1,1,"https://d.cosx.org/d/413298",2015-12-19,2015-12-19,0
2,2,"https://d.cosx.org/d/419112",2015-12-16,2015-12-18,2
1,1,"https://d.cosx.org/d/413296",2015-12-18,2015-12-18,0
11,7,"https://d.cosx.org/d/413220",2015-12-09,2015-12-18,9
2,2,"https://d.cosx.org/d/413194",2015-12-04,2015-12-18,14
33,23,"https://d.cosx.org/d/418863",2012-03-21,2015-12-18,1367
3,3,"https://d.cosx.org/d/413260",2015-12-14,2015-12-18,4
1,1,"https://d.cosx.org/d/413277",2015-12-17,2015-12-17,0
41,37,"https://d.cosx.org/d/418801",2009-08-09,2015-12-17,2321
4,3,"https://d.cosx.org/d/413247",2015-12-13,2015-12-16,3
1,1,"https://d.cosx.org/d/419111",2015-12-16,2015-12-16,0
1,1,"https://d.cosx.org/d/413268",2015-12-14,2015-12-14,0
2,2,"https://d.cosx.org/d/419109",2015-11-29,2015-12-14,15
4,4,"https://d.cosx.org/d/419104",2015-11-04,2015-12-14,40
1,1,"https://d.cosx.org/d/413265",2015-12-14,2015-12-14,0
2,2,"https://d.cosx.org/d/413249",2015-12-13,2015-12-14,1
2,2,"https://d.cosx.org/d/413151",2015-11-28,2015-12-13,15
1,1,"https://d.cosx.org/d/413253",2015-12-13,2015-12-13,0
3,2,"https://d.cosx.org/d/413153",2015-11-29,2015-12-12,13
2,1,"https://d.cosx.org/d/413236",2015-12-11,2015-12-11,0
3,3,"https://d.cosx.org/d/413198",2015-12-05,2015-12-11,6
1,1,"https://d.cosx.org/d/413232",2015-12-10,2015-12-10,0
1,1,"https://d.cosx.org/d/413230",2015-12-10,2015-12-10,0
1,1,"https://d.cosx.org/d/413227",2015-12-09,2015-12-09,0
5,2,"https://d.cosx.org/d/413201",2015-12-07,2015-12-09,2
3,2,"https://d.cosx.org/d/413174",2015-12-01,2015-12-09,8
1,1,"https://d.cosx.org/d/413216",2015-12-08,2015-12-08,0
9,4,"https://d.cosx.org/d/413171",2015-12-01,2015-12-08,7
1,1,"https://d.cosx.org/d/413213",2015-12-08,2015-12-08,0
3,2,"https://d.cosx.org/d/411977",2015-07-26,2015-12-08,135
2,2,"https://d.cosx.org/d/413204",2015-12-07,2015-12-08,1
6,6,"https://d.cosx.org/d/419103",2015-10-15,2015-12-07,53
2,1,"https://d.cosx.org/d/413196",2015-12-04,2015-12-05,1
1,1,"https://d.cosx.org/d/413191",2015-12-03,2015-12-03,0
10,4,"https://d.cosx.org/d/108289",2012-10-17,2015-12-03,1142
1,1,"https://d.cosx.org/d/413182",2015-12-02,2015-12-02,0
25,16,"https://d.cosx.org/d/409218",2015-01-07,2015-12-02,329
2,2,"https://d.cosx.org/d/413166",2015-11-30,2015-12-01,1
2,2,"https://d.cosx.org/d/413091",2015-11-19,2015-11-30,11
1,1,"https://d.cosx.org/d/413162",2015-11-30,2015-11-30,0
2,2,"https://d.cosx.org/d/413129",2015-11-23,2015-11-29,6
1,1,"https://d.cosx.org/d/413158",2015-11-29,2015-11-29,0
1,1,"https://d.cosx.org/d/413148",2015-11-28,2015-11-28,0
1,1,"https://d.cosx.org/d/413146",2015-11-27,2015-11-27,0
1,1,"https://d.cosx.org/d/413144",2015-11-27,2015-11-27,0
3,2,"https://d.cosx.org/d/413140",2015-11-26,2015-11-27,1
5,3,"https://d.cosx.org/d/413112",2015-11-22,2015-11-26,4
1,1,"https://d.cosx.org/d/413137",2015-11-26,2015-11-26,0
1,1,"https://d.cosx.org/d/413135",2015-11-25,2015-11-25,0
5,3,"https://d.cosx.org/d/413105",2015-11-21,2015-11-25,4
3,3,"https://d.cosx.org/d/419106",2015-11-09,2015-11-24,15
1,1,"https://d.cosx.org/d/413125",2015-11-23,2015-11-23,0
26,15,"https://d.cosx.org/d/418887",2012-10-25,2015-11-23,1124
1,1,"https://d.cosx.org/d/413122",2015-11-22,2015-11-22,0
5,3,"https://d.cosx.org/d/413098",2015-11-21,2015-11-22,1
8,2,"https://d.cosx.org/d/412920",2015-10-31,2015-11-22,22
2,2,"https://d.cosx.org/d/413107",2015-11-21,2015-11-22,1
2,2,"https://d.cosx.org/d/413103",2015-11-21,2015-11-22,1
2,2,"https://d.cosx.org/d/412666",2015-09-25,2015-11-20,56
3,2,"https://d.cosx.org/d/413063",2015-11-15,2015-11-20,5
1,1,"https://d.cosx.org/d/413094",2015-11-19,2015-11-19,0
2,2,"https://d.cosx.org/d/419107",2015-11-10,2015-11-19,9
1,1,"https://d.cosx.org/d/413089",2015-11-19,2015-11-19,0
3,3,"https://d.cosx.org/d/413081",2015-11-17,2015-11-19,2
1,1,"https://d.cosx.org/d/413086",2015-11-18,2015-11-18,0
3,2,"https://d.cosx.org/d/413039",2015-11-13,2015-11-17,4
17,9,"https://d.cosx.org/d/105760",2011-11-28,2015-11-17,1450
3,3,"https://d.cosx.org/d/413012",2015-11-12,2015-11-17,5
3,2,"https://d.cosx.org/d/413050",2015-11-14,2015-11-17,3
6,3,"https://d.cosx.org/d/413045",2015-11-14,2015-11-17,3
1,1,"https://d.cosx.org/d/413070",2015-11-16,2015-11-16,0
3,2,"https://d.cosx.org/d/158166",2014-09-02,2015-11-15,439
14,8,"https://d.cosx.org/d/101109",2010-03-12,2015-11-15,2074
1,1,"https://d.cosx.org/d/413058",2015-11-15,2015-11-15,0
3,3,"https://d.cosx.org/d/413003",2015-11-11,2015-11-15,4
5,2,"https://d.cosx.org/d/413047",2015-11-14,2015-11-15,1
3,2,"https://d.cosx.org/d/413010",2015-11-12,2015-11-14,2
1,1,"https://d.cosx.org/d/413037",2015-11-13,2015-11-13,0
3,3,"https://d.cosx.org/d/413001",2015-11-11,2015-11-13,2
1,1,"https://d.cosx.org/d/413033",2015-11-13,2015-11-13,0
3,1,"https://d.cosx.org/d/412921",2015-11-01,2015-11-13,12
2,2,"https://d.cosx.org/d/413005",2015-11-11,2015-11-12,1
4,3,"https://d.cosx.org/d/412934",2015-11-04,2015-11-11,7
3,2,"https://d.cosx.org/d/412994",2015-11-10,2015-11-11,1
2,2,"https://d.cosx.org/d/412989",2015-11-10,2015-11-11,1
1,1,"https://d.cosx.org/d/412987",2015-11-10,2015-11-10,0
10,6,"https://d.cosx.org/d/8098",2007-09-30,2015-11-09,2962
3,3,"https://d.cosx.org/d/110924",2013-06-25,2015-11-09,867
3,2,"https://d.cosx.org/d/412823",2015-10-18,2015-11-09,22
3,2,"https://d.cosx.org/d/411677",2015-07-01,2015-11-09,131
2,2,"https://d.cosx.org/d/412976",2015-11-09,2015-11-09,0
1,1,"https://d.cosx.org/d/412979",2015-11-09,2015-11-09,0
4,3,"https://d.cosx.org/d/412952",2015-11-07,2015-11-09,2
3,3,"https://d.cosx.org/d/412919",2015-10-31,2015-11-09,9
3,2,"https://d.cosx.org/d/412928",2015-11-03,2015-11-09,6
2,2,"https://d.cosx.org/d/412913",2015-10-30,2015-11-09,10
2,2,"https://d.cosx.org/d/412925",2015-11-01,2015-11-09,8
4,3,"https://d.cosx.org/d/412905",2015-10-29,2015-11-09,11
2,2,"https://d.cosx.org/d/412931",2015-11-03,2015-11-09,6
3,2,"https://d.cosx.org/d/412946",2015-11-06,2015-11-09,3
2,2,"https://d.cosx.org/d/412933",2015-11-04,2015-11-09,5
2,2,"https://d.cosx.org/d/412941",2015-11-05,2015-11-09,4
3,3,"https://d.cosx.org/d/412956",2015-11-08,2015-11-09,1
3,2,"https://d.cosx.org/d/412951",2015-11-07,2015-11-08,1
14,11,"https://d.cosx.org/d/100997",2010-02-28,2015-11-07,2078
2,1,"https://d.cosx.org/d/412942",2015-11-05,2015-11-06,1
1,1,"https://d.cosx.org/d/419105",2015-11-06,2015-11-06,0
2,2,"https://d.cosx.org/d/412628",2015-09-17,2015-11-05,49
2,1,"https://d.cosx.org/d/412937",2015-11-04,2015-11-05,1
1,1,"https://d.cosx.org/d/412929",2015-11-03,2015-11-03,0
3,2,"https://d.cosx.org/d/412907",2015-10-29,2015-11-02,4
1,1,"https://d.cosx.org/d/412918",2015-10-31,2015-10-31,0
26,15,"https://d.cosx.org/d/2470",2006-11-09,2015-10-30,3277
21,14,"https://d.cosx.org/d/110682",2013-06-05,2015-10-30,877
1,1,"https://d.cosx.org/d/412914",2015-10-30,2015-10-30,0
2,1,"https://d.cosx.org/d/412909",2015-10-29,2015-10-29,0
3,2,"https://d.cosx.org/d/412903",2015-10-29,2015-10-29,0
7,3,"https://d.cosx.org/d/412863",2015-10-22,2015-10-29,7
9,3,"https://d.cosx.org/d/412769",2015-10-10,2015-10-29,19
3,1,"https://d.cosx.org/d/412899",2015-10-29,2015-10-29,0
1,1,"https://d.cosx.org/d/412896",2015-10-28,2015-10-28,0
1,1,"https://d.cosx.org/d/412895",2015-10-28,2015-10-28,0
2,2,"https://d.cosx.org/d/412847",2015-10-21,2015-10-28,7
1,1,"https://d.cosx.org/d/412893",2015-10-27,2015-10-27,0
1,1,"https://d.cosx.org/d/412890",2015-10-27,2015-10-27,0
1,1,"https://d.cosx.org/d/412886",2015-10-26,2015-10-26,0
3,2,"https://d.cosx.org/d/412881",2015-10-25,2015-10-26,1
1,1,"https://d.cosx.org/d/412880",2015-10-25,2015-10-25,0
2,1,"https://d.cosx.org/d/412849",2015-10-21,2015-10-24,3
10,4,"https://d.cosx.org/d/412850",2015-10-21,2015-10-24,3
2,2,"https://d.cosx.org/d/158473",2014-10-09,2015-10-23,379
1,1,"https://d.cosx.org/d/412874",2015-10-23,2015-10-23,0
1,1,"https://d.cosx.org/d/412873",2015-10-23,2015-10-23,0
4,3,"https://d.cosx.org/d/412833",2015-10-19,2015-10-23,4
1,1,"https://d.cosx.org/d/412870",2015-10-23,2015-10-23,0
1,1,"https://d.cosx.org/d/412867",2015-10-23,2015-10-23,0
6,4,"https://d.cosx.org/d/412742",2015-10-06,2015-10-22,16
4,4,"https://d.cosx.org/d/155752",2014-05-11,2015-10-22,529
2,1,"https://d.cosx.org/d/412854",2015-10-22,2015-10-22,0
1,1,"https://d.cosx.org/d/412852",2015-10-22,2015-10-22,0
1,1,"https://d.cosx.org/d/412848",2015-10-21,2015-10-21,0
1,1,"https://d.cosx.org/d/412845",2015-10-21,2015-10-21,0
1,1,"https://d.cosx.org/d/412844",2015-10-21,2015-10-21,0
10,2,"https://d.cosx.org/d/412715",2015-10-03,2015-10-21,18
1,1,"https://d.cosx.org/d/412839",2015-10-19,2015-10-19,0
1,1,"https://d.cosx.org/d/412836",2015-10-19,2015-10-19,0
1,1,"https://d.cosx.org/d/412835",2015-10-19,2015-10-19,0
1,1,"https://d.cosx.org/d/412834",2015-10-19,2015-10-19,0
4,3,"https://d.cosx.org/d/408087",2014-11-13,2015-10-19,340
1,1,"https://d.cosx.org/d/412828",2015-10-19,2015-10-19,0
3,2,"https://d.cosx.org/d/412807",2015-10-14,2015-10-19,5
17,4,"https://d.cosx.org/d/128870",2013-10-22,2015-10-19,727
1,1,"https://d.cosx.org/d/412825",2015-10-19,2015-10-19,0
1,1,"https://d.cosx.org/d/412824",2015-10-18,2015-10-18,0
1,1,"https://d.cosx.org/d/412821",2015-10-17,2015-10-17,0
1,1,"https://d.cosx.org/d/412820",2015-10-16,2015-10-16,0
2,2,"https://d.cosx.org/d/412777",2015-10-11,2015-10-16,5
1,1,"https://d.cosx.org/d/412818",2015-10-16,2015-10-16,0
4,4,"https://d.cosx.org/d/108193",2012-10-06,2015-10-15,1104
3,2,"https://d.cosx.org/d/412796",2015-10-13,2015-10-15,2
4,3,"https://d.cosx.org/d/412797",2015-10-13,2015-10-15,2
5,3,"https://d.cosx.org/d/412711",2015-10-02,2015-10-15,13
8,3,"https://d.cosx.org/d/412735",2015-10-05,2015-10-15,10
1,1,"https://d.cosx.org/d/412809",2015-10-14,2015-10-14,0
1,1,"https://d.cosx.org/d/419102",2015-10-14,2015-10-14,0
5,3,"https://d.cosx.org/d/412758",2015-10-09,2015-10-13,4
1,1,"https://d.cosx.org/d/412791",2015-10-13,2015-10-13,0
6,6,"https://d.cosx.org/d/418817",2010-08-28,2015-10-13,1872
2,1,"https://d.cosx.org/d/412786",2015-10-13,2015-10-13,0
2,2,"https://d.cosx.org/d/412771",2015-10-10,2015-10-13,3
2,1,"https://d.cosx.org/d/412780",2015-10-11,2015-10-12,1
1,1,"https://d.cosx.org/d/412783",2015-10-12,2015-10-12,0
1,1,"https://d.cosx.org/d/412781",2015-10-11,2015-10-11,0
4,2,"https://d.cosx.org/d/110537",2013-05-26,2015-10-11,868
2,2,"https://d.cosx.org/d/412762",2015-10-09,2015-10-11,2
8,3,"https://d.cosx.org/d/412496",2015-09-02,2015-10-10,38
1,1,"https://d.cosx.org/d/412773",2015-10-10,2015-10-10,0
1,1,"https://d.cosx.org/d/412770",2015-10-10,2015-10-10,0
4,4,"https://d.cosx.org/d/419006",2014-02-17,2015-10-10,600
2,2,"https://d.cosx.org/d/412764",2015-10-09,2015-10-09,0
3,3,"https://d.cosx.org/d/412630",2015-09-17,2015-10-09,22
1,1,"https://d.cosx.org/d/412761",2015-10-09,2015-10-09,0
3,2,"https://d.cosx.org/d/412753",2015-10-08,2015-10-09,1
2,2,"https://d.cosx.org/d/412697",2015-09-29,2015-10-08,9
2,1,"https://d.cosx.org/d/412755",2015-10-08,2015-10-08,0
7,4,"https://d.cosx.org/d/412721",2015-10-04,2015-10-08,4
2,2,"https://d.cosx.org/d/412744",2015-10-07,2015-10-07,0
9,4,"https://d.cosx.org/d/101106",2010-03-12,2015-10-05,2033
5,4,"https://d.cosx.org/d/412704",2015-09-30,2015-10-02,2
7,6,"https://d.cosx.org/d/412662",2015-09-24,2015-09-30,6
2,2,"https://d.cosx.org/d/412674",2015-09-26,2015-09-29,3
1,1,"https://d.cosx.org/d/412695",2015-09-29,2015-09-29,0
3,2,"https://d.cosx.org/d/412690",2015-09-28,2015-09-28,0
11,8,"https://d.cosx.org/d/107853",2012-08-27,2015-09-27,1126
2,2,"https://d.cosx.org/d/412672",2015-09-26,2015-09-27,1
2,2,"https://d.cosx.org/d/412676",2015-09-26,2015-09-27,1
1,1,"https://d.cosx.org/d/412659",2015-09-24,2015-09-24,0
1,1,"https://d.cosx.org/d/412657",2015-09-24,2015-09-24,0
2,2,"https://d.cosx.org/d/419099",2015-09-23,2015-09-24,1
2,2,"https://d.cosx.org/d/412480",2015-09-01,2015-09-24,23
14,4,"https://d.cosx.org/d/107594",2012-07-26,2015-09-23,1154
1,1,"https://d.cosx.org/d/412652",2015-09-23,2015-09-23,0
1,1,"https://d.cosx.org/d/412650",2015-09-23,2015-09-23,0
1,1,"https://d.cosx.org/d/412648",2015-09-23,2015-09-23,0
1,1,"https://d.cosx.org/d/412646",2015-09-22,2015-09-22,0
4,4,"https://d.cosx.org/d/419098",2015-09-21,2015-09-22,1
15,9,"https://d.cosx.org/d/107477",2012-07-13,2015-09-21,1165
2,2,"https://d.cosx.org/d/411489",2015-06-12,2015-09-21,101
2,2,"https://d.cosx.org/d/412623",2015-09-17,2015-09-21,4
15,5,"https://d.cosx.org/d/411615",2015-06-28,2015-09-20,84
2,2,"https://d.cosx.org/d/412338",2015-08-21,2015-09-19,29
2,2,"https://d.cosx.org/d/412635",2015-09-18,2015-09-19,1
2,2,"https://d.cosx.org/d/419097",2015-09-17,2015-09-19,2
1,1,"https://d.cosx.org/d/412633",2015-09-18,2015-09-18,0
2,2,"https://d.cosx.org/d/412626",2015-09-17,2015-09-17,0
7,6,"https://d.cosx.org/d/419095",2015-09-11,2015-09-17,6
18,5,"https://d.cosx.org/d/411938",2015-07-23,2015-09-17,56
11,9,"https://d.cosx.org/d/418751",2008-12-04,2015-09-17,2478
5,4,"https://d.cosx.org/d/412579",2015-09-14,2015-09-17,3
2,2,"https://d.cosx.org/d/412450",2015-08-29,2015-09-16,18
3,3,"https://d.cosx.org/d/412516",2015-09-05,2015-09-15,10
3,3,"https://d.cosx.org/d/412583",2015-09-14,2015-09-15,1
2,2,"https://d.cosx.org/d/412593",2015-09-14,2015-09-15,1
2,1,"https://d.cosx.org/d/412607",2015-09-15,2015-09-15,0
3,2,"https://d.cosx.org/d/412601",2015-09-15,2015-09-15,0
1,1,"https://d.cosx.org/d/412603",2015-09-15,2015-09-15,0
4,3,"https://d.cosx.org/d/412573",2015-09-13,2015-09-15,2
1,1,"https://d.cosx.org/d/412597",2015-09-14,2015-09-14,0
8,4,"https://d.cosx.org/d/412378",2015-08-23,2015-09-14,22
3,2,"https://d.cosx.org/d/412587",2015-09-14,2015-09-14,0
7,5,"https://d.cosx.org/d/412500",2015-09-03,2015-09-14,11
1,1,"https://d.cosx.org/d/419096",2015-09-13,2015-09-13,0
6,3,"https://d.cosx.org/d/412273",2015-08-18,2015-09-13,26
8,6,"https://d.cosx.org/d/103341",2011-01-02,2015-09-12,1714
8,6,"https://d.cosx.org/d/412525",2015-09-06,2015-09-12,6
2,2,"https://d.cosx.org/d/412283",2015-08-18,2015-09-11,24
1,1,"https://d.cosx.org/d/412562",2015-09-11,2015-09-11,0
3,2,"https://d.cosx.org/d/412556",2015-09-10,2015-09-11,1
2,2,"https://d.cosx.org/d/418984",2013-11-14,2015-09-10,665
1,1,"https://d.cosx.org/d/412554",2015-09-09,2015-09-09,0
6,3,"https://d.cosx.org/d/412393",2015-08-24,2015-09-09,16
1,1,"https://d.cosx.org/d/412551",2015-09-09,2015-09-09,0
4,3,"https://d.cosx.org/d/412461",2015-08-30,2015-09-09,10
52,19,"https://d.cosx.org/d/418822",2010-11-05,2015-09-09,1769
1,1,"https://d.cosx.org/d/412547",2015-09-08,2015-09-08,0
4,3,"https://d.cosx.org/d/412542",2015-09-08,2015-09-08,0
5,5,"https://d.cosx.org/d/418838",2011-04-27,2015-09-07,1594
4,3,"https://d.cosx.org/d/412101",2015-08-05,2015-09-07,33
1,1,"https://d.cosx.org/d/412539",2015-09-07,2015-09-07,0
1,1,"https://d.cosx.org/d/412535",2015-09-06,2015-09-06,0
2,2,"https://d.cosx.org/d/412514",2015-09-05,2015-09-06,1
1,1,"https://d.cosx.org/d/412531",2015-09-06,2015-09-06,0
1,1,"https://d.cosx.org/d/412528",2015-09-06,2015-09-06,0
